   category    |       subcategory        |                       name                       |          brand           | unit_type  | unit_size | case_size 
 Snack         | Crisps                   | Pringles Paprika 45g Tube                        | Pringles                 | pack       |        45 |        20
 Snack         | Crisps                   | Pringles Sour Cream Onion 45g Tube               | Pringles                 | pack       |        45 |        20
 Snack         | Crisps                   | Walkers Cheese & Onion 35g Pack                  | Walkers                  | pack       |        35 |        36
 Snack         | Crisps                   | Walkers Prawn Cocktail 35g Pack                  | Walkers                  | pack       |        35 |        36
 Snack         | Crisps                   | Walkers Salt & Vinegar 35g Pack                  | Walkers                  | pack       |        35 |        36
 Snack         | Dried Fruit              | Mixed Dried Fruit 100g Pack                      | Dried Fruit              | pack       |       100 |        12
 Snack         | Dried Fruit              | Mixed Dried Fruit 200g Pack                      | Dried Fruit              | pack       |       200 |         6
 Snack         | Dried Fruit              | Raisins 100g Pack                                | Raisins                  | pack       |       100 |        12
 Snack         | Gourmet                  | Bar Snack Platter 500g Pack                      | Gourmet Mix              | pack       |       500 |         6
 Snack         | Gourmet                  | Roasted Chickpeas 100g Pack                      | Roasted Chickpeas        | pack       |       100 |        12
 Snack         | Gourmet                  | Roasted Chickpeas 50g Pack                       | Roasted Chickpeas        | pack       |        50 |        24
 Snack         | Gourmet                  | Spicy Nuts Mix 100g Pack                         | Spicy Nuts               | pack       |       100 |        12
 Snack         | Gourmet                  | Wasabi Peas 50g Pack                             | Wasabi Peas              | pack       |        50 |        24
 Snack         | Nuts                     | Honey Roasted Peanuts 40g Pack                   | Roasted Nuts Co          | pack       |        40 |        30
 Snack         | Nuts                     | Mixed Nuts 100g Pack                             | Mixed Nuts Brand         | pack       |       100 |        12
 Snack         | Nuts                     | Mixed Nuts 40g Pack                              | Mixed Nuts Brand         | pack       |        40 |        30
 Snack         | Nuts                     | Roasted Almonds 100g Pack                        | Blue Diamond             | pack       |       100 |        12
 Snack         | Nuts                     | Roasted Almonds 40g Pack                         | Blue Diamond             | pack       |        40 |        30
 Snack         | Nuts                     | Roasted Cashews 150g Pack                        | Planters                 | pack       |       150 |        12
 Snack         | Nuts                     | Roasted Cashews 50g Pack                         | Planters                 | pack       |        50 |        24
 Snack         | Nuts                     | Salted Peanuts 100g Pack                         | KP Nuts                  | pack       |       100 |        12
 Snack         | Nuts                     | Salted Peanuts 40g Pack                          | KP Nuts                  | pack       |        40 |        30
 Snack         | Nuts                     | Salted Peanuts 500g Bag                          | KP Nuts                  | pack       |       500 |         6
 Snack         | Olives                   | Cornichons Small Pickles 180g Jar                | Cornichons               | pack       |       180 |        12
 Snack         | Olives                   | Kalamata Olives 200g Jar                         | Kalamata                 | pack       |       200 |        12
 Snack         | Olives                   | Marinated Mixed Olives 200g Jar                  | Olive Brand              | pack       |       200 |        12
 Snack         | Olives                   | Marinated Mixed Olives 500g Jar                  | Olive Brand              | pack       |       500 |         6
 Snack         | Olives                   | Marinated Vegetables Mix 300g Jar                | Marinated Veg            | pack       |       300 |        12
 Snack         | Seeds                    | Pumpkin Seeds 50g Pack                           | Pumpkin                  | pack       |        50 |        24
 Snack         | Seeds                    | Sunflower Seeds 50g Pack                         | Sunflower                | pack       |        50 |        24
 SNACK         | Cheese Snacks            | Aged White Cheddar Popcorn                       | Skinny Pop               | pack       |        42 |        14
 SNACK         | Cheese Snacks            | Cheddar Bites                                    | Whisps                   | pack       |        28 |        18
 SNACK         | Cheese Snacks            | Cheetos Puffs                                    | Cheetos                  | pack       |        50 |        12
 SNACK         | Cheese Snacks            | Cheetos Puffs                                    | Cheetos                  | pack       |        28 |        24
 SNACK         | Cheese Snacks            | Cheez Balls                                      | Wise                     | pack       |        42 |        14
 SNACK         | Cheese Snacks            | Cheez Whiz Puffs                                 | Cheez Whiz               | pack       |        28 |        20
 SNACK         | Cheese Snacks            | Goldfish Cheddar                                 | Pepperidge Farm          | case       |       230 |         6
 SNACK         | Cheese Snacks            | Goldfish Cheddar                                 | Pepperidge Farm          | pack       |        30 |        24
 SNACK         | Cheese Snacks            | Mozzarella Sticks                                | Harvest Snaps            | pack       |        28 |        20
 SNACK         | Cheese Snacks            | Parmesan Crisps                                  | Whisps                   | pack       |        28 |        18
 SNACK         | Chocolate                | Aero Chocolate Bar                               | Nestlé                   | pack       |        36 |        24
 SNACK         | Chocolate                | Bounty Chocolate Bar                             | Mars                     | pack       |        57 |        18
 SNACK         | Chocolate                | Dairy Milk Chocolate Bar                         | Cadbury                  | pack       |        35 |        24
 SNACK         | Chocolate                | Dairy Milk Chocolate Bar                         | Cadbury                  | pack       |       110 |        10
 SNACK         | Chocolate                | KitKat Chocolate Bar                             | Nestlé                   | pack       |        45 |        24
 SNACK         | Chocolate                | Lindt Lindor Truffles                            | Lindt                    | pack       |       137 |         8
 SNACK         | Chocolate                | Maltesers Chocolate Balls                        | Mars                     | pack       |        37 |        20
 SNACK         | Chocolate                | Mars Chocolate Bar                               | Mars                     | pack       |        45 |        24
 SNACK         | Chocolate                | Snickers Chocolate Bar                           | Mars                     | pack       |        45 |        24
 SNACK         | Chocolate                | Snickers Chocolate Bar                           | Mars                     | pack       |        85 |        10
 SNACK         | Chocolate                | Twix Chocolate Bar                               | Mars                     | pack       |        45 |        24
 SNACK         | Chocolate                | Yorkie Chocolate Bar                             | Nestlé                   | pack       |        46 |        24
 SNACK         | Crackers                 | Breadsticks Italian                              | Grissini                 | pack       |       150 |        10
 SNACK         | Crackers                 | Premium Water Crackers                           | Jacob's                  | pack       |       200 |         8
 SNACK         | Crackers                 | Premium Water Crackers                           | Jacob's                  | pack       |       400 |         4
 SNACK         | Crackers                 | Rice Crackers Asian                              | Sensible Portions        | pack       |        42 |        14
 SNACK         | Crackers                 | Ritz Crackers Original                           | Ritz                     | pack       |        43 |        24
 SNACK         | Crackers                 | Ritz Crackers Original                           | Ritz                     | pack       |       200 |         8
 SNACK         | Crackers                 | Saltines                                         | Nabisco                  | pack       |       240 |         6
 SNACK         | Crackers                 | Seeded Crackers                                  | Wasa                     | pack       |       190 |         8
 SNACK         | Crackers                 | Triscuits Original                               | Triscuits                | pack       |       200 |         8
 SNACK         | Crackers                 | Wheat Thins                                      | Wheat Thins              | pack       |       200 |         8
 SNACK         | Crisps                   | Cheetos Flamin' Hot                              | Cheetos                  | pack       |        25 |        24
 SNACK         | Crisps                   | Cheetos Flamin' Hot                              | Cheetos                  | pack       |        45 |        16
 SNACK         | Crisps                   | Cool Ranch Doritos                               | Doritos                  | pack       |        28 |        24
 SNACK         | Crisps                   | Cool Ranch Doritos                               | Doritos                  | pack       |        50 |        12
 SNACK         | Crisps                   | Doritos Nacho Cheese                             | Doritos                  | pack       |        28 |        24
 SNACK         | Crisps                   | Doritos Nacho Cheese                             | Doritos                  | pack       |        50 |        12
 SNACK         | Crisps                   | Fritos Original                                  | Fritos                   | pack       |        50 |        12
 SNACK         | Crisps                   | Fritos Original                                  | Fritos                   | pack       |        28 |        20
 SNACK         | Crisps                   | Kettle Chips Sea Salt                            | Kettle Brand             | pack       |        85 |         8
 SNACK         | Crisps                   | Kettle Chips Sea Salt                            | Kettle Brand             | pack       |        42 |        14
 SNACK         | Crisps                   | Lay's Classic Salted                             | Lay's                    | pack       |        25 |        24
 SNACK         | Crisps                   | Lay's Classic Salted                             | Lay's                    | pack       |       100 |         8
 SNACK         | Crisps                   | Lay's Classic Salted                             | Lay's                    | pack       |        45 |        16
 SNACK         | Crisps                   | Pirate's Booty White Cheddar                     | Pirate's Booty           | pack       |        28 |        18
 SNACK         | Crisps                   | Popchips Barbecue                                | Popchips                 | pack       |        23 |        20
 SNACK         | Crisps                   | Pringles Original                                | Pringles                 | can        |        40 |        20
 SNACK         | Crisps                   | Pringles Original                                | Pringles                 | can        |        60 |        12
 SNACK         | Crisps                   | Pringles Paprika                                 | Pringles                 | can        |        40 |        20
 SNACK         | Crisps                   | Pringles Sour Cream Onion                        | Pringles                 | can        |        40 |        20
 SNACK         | Crisps                   | Ruffles Classic                                  | Ruffles                  | pack       |        28 |        20
 SNACK         | Crisps                   | Stacy's Pita Chips                               | Stacy's                  | pack       |        56 |        10
 SNACK         | Crisps                   | Stacy's Pita Chips                               | Stacy's                  | pack       |        28 |        20
 SNACK         | Crisps                   | SunChips French Onion                            | SunChips                 | pack       |        42 |        14
 SNACK         | Crisps                   | Tortilla Chips Natural                           | Santa Fe                 | pack       |        42 |        14
 SNACK         | Crisps                   | Tostitos Scoops                                  | Tostitos                 | pack       |        50 |        12
 SNACK         | Crisps                   | Tostitos Scoops                                  | Tostitos                 | pack       |        28 |        20
 SNACK         | Crisps                   | Walkers Cheese & Onion                           | Walkers                  | pack       |        25 |        24
 SNACK         | Crisps                   | Walkers Prawn Cocktail                           | Walkers                  | pack       |        25 |        24
 SNACK         | Crisps                   | Walkers Salt & Vinegar                           | Walkers                  | pack       |        25 |        24
 SNACK         | Crisps                   | Walkers Salt & Vinegar                           | Walkers                  | pack       |        45 |        16
 SNACK         | Dips                     | Guacamole                                        | Tribe                    | pack       |       200 |        12
 SNACK         | Dips                     | Hummus Original                                  | Sabra                    | pack       |       200 |        12
 SNACK         | Dips                     | Hummus Original                                  | Sabra                    | pack       |       400 |         6
 SNACK         | Dips                     | Olive Tapenade                                   | Divina                   | pack       |       200 |        12
 SNACK         | Dips                     | Salsa Medium                                     | Pace                     | pack       |       450 |         6
 SNACK         | Nuts                     | Cocoa Almonds                                    | Blue Diamond             | pack       |        25 |        20
 SNACK         | Nuts                     | Honey Roasted Peanuts                            | KP                       | pack       |        40 |        20
 SNACK         | Nuts                     | Honey Roasted Peanuts                            | KP                       | pack       |       250 |         4
 SNACK         | Nuts                     | Honey Roasted Peanuts                            | KP                       | pack       |       100 |         8
 SNACK         | Nuts                     | Macadamia Nuts                                   | Mauna Loa                | pack       |        28 |        24
 SNACK         | Nuts                     | Macadamia Nuts                                   | Mauna Loa                | pack       |        56 |        12
 SNACK         | Nuts                     | Mixed Nuts                                       | Planters                 | pack       |       200 |         5
 SNACK         | Nuts                     | Mixed Nuts                                       | Planters                 | pack       |        80 |        12
 SNACK         | Nuts                     | Mixed Nuts                                       | Planters                 | pack       |        40 |        20
 SNACK         | Nuts                     | Pecan Halves                                     | Kirkland                 | pack       |        45 |        16
 SNACK         | Nuts                     | Pecan Halves                                     | Kirkland                 | pack       |        90 |         8
 SNACK         | Nuts                     | Roasted Almonds                                  | Blue Diamond             | pack       |        50 |        12
 SNACK         | Nuts                     | Roasted Almonds                                  | Blue Diamond             | pack       |       250 |         4
 SNACK         | Nuts                     | Roasted Almonds                                  | Blue Diamond             | pack       |       100 |         8
 SNACK         | Nuts                     | Roasted Almonds                                  | Blue Diamond             | pack       |        25 |        24
 SNACK         | Nuts                     | Roasted Pistachios                               | Wonderful                | pack       |        35 |        20
 SNACK         | Nuts                     | Roasted Pistachios                               | Wonderful                | pack       |        70 |        12
 SNACK         | Nuts                     | Roasted Pistachios                               | Wonderful                | pack       |       150 |         6
 SNACK         | Nuts                     | Salted Cashews                                   | Planters                 | pack       |       150 |         6
 SNACK         | Nuts                     | Salted Cashews                                   | Planters                 | pack       |        30 |        24
 SNACK         | Nuts                     | Salted Cashews                                   | Planters                 | pack       |        60 |        12
 SNACK         | Nuts                     | Sesame Sticks                                    | Soy Sauce Coated         | pack       |        40 |        16
 SNACK         | Nuts                     | Spiced Peanuts                                   | Chex Mix                 | pack       |        55 |        12
 SNACK         | Nuts                     | Tamari Almonds                                   | Blue Diamond             | pack       |        25 |        20
 SNACK         | Nuts                     | Wasabi Peas                                      | Seapoint Farms           | pack       |        50 |        12
 SNACK         | Pretzels                 | Cinnamon Sugar Pretzels                          | Snyder's                 | pack       |        42 |        14
 SNACK         | Pretzels                 | Honey Mustard Pretzels                           | Snyder's                 | pack       |        42 |        14
 SNACK         | Pretzels                 | Jalapeño Pretzels                                | Snyder's                 | pack       |        42 |        14
 SNACK         | Pretzels                 | Pretzel Crisps Thin                              | Snyder's                 | pack       |        42 |        14
 SNACK         | Pretzels                 | Pretzel Rods Classic                             | Snyder's                 | pack       |        65 |        12
 SNACK         | Pretzels                 | Pretzel Rods Classic                             | Snyder's                 | pack       |       125 |         8
 SNACK         | Pretzels                 | Twisted Pretzels Salted                          | Snyder's                 | pack       |        50 |        16
 SNACK         | Pretzels                 | Twisted Pretzels Salted                          | Snyder's                 | pack       |       100 |         8
 Snacks        | Biscuits                 | Bourbon Biscuits                                 | Various                  | pack       |       300 |         8
 Snacks        | Biscuits                 | Custard Creams                                   | Various                  | pack       |       300 |         8
 Snacks        | Biscuits                 | Digestive Biscuits                               | McVitie's                | pack       |       300 |         8
 Snacks        | Biscuits                 | Hobnobs                                          | McVitie's                | pack       |       300 |         8
 Snacks        | Biscuits                 | Jaffa Cakes                                      | McVitie's                | pack       |       300 |         8
 Snacks        | Biscuits                 | Rich Tea Biscuits                                | McVitie's                | pack       |       300 |         8
 Snacks        | Chocolate                | Cadbury Wispa                                    | Cadbury                  | pack       |        38 |        20
 Snacks        | Chocolate                | Dairy Milk                                       | Cadbury                  | pack       |        49 |        20
 Snacks        | Chocolate                | Galaxy Chocolate                                 | Mars                     | pack       |        43 |        20
 Snacks        | Chocolate                | Maltesers Treat Bag                              | Mars                     | pack       |       100 |        12
 Snacks        | Chocolate                | Mars Bar                                         | Mars                     | pack       |        51 |        20
 Snacks        | Chocolate                | Nestle KitKat                                    | Nestlé                   | pack       |        41 |        20
 Snacks        | Chocolate                | Snickers                                         | Mars                     | pack       |        46 |        20
 Snacks        | Chocolate                | Twix                                             | Mars                     | pack       |        50 |        20
 Snacks        | Chocolate Assorted       | M&Ms Peanut                                      | Mars                     | pack       |        45 |        20
 Snacks        | Chocolate Assorted       | Revels Treat Bag                                 | Mars                     | pack       |       100 |        12
 Snacks        | Crisps                   | Cheddars                                         | Walkers                  | pack       |        30 |        20
 Snacks        | Crisps                   | Cheetos Crunchy                                  | PepsiCo                  | pack       |        30 |        20
 Snacks        | Crisps                   | Doritos Cool Original                            | PepsiCo                  | pack       |        30 |        20
 Snacks        | Crisps                   | Doritos Nacho Cheese                             | PepsiCo                  | pack       |        30 |        20
 Snacks        | Crisps                   | Hula Hoops                                       | Lay's                    | pack       |        28 |        20
 Snacks        | Crisps                   | Kettle Chips Original                            | Kettle                   | pack       |        40 |        15
 Snacks        | Crisps                   | Lay's Classic                                    | Lay's                    | pack       |        30 |        24
 Snacks        | Crisps                   | Lay's Kettle Cooked                              | Lay's                    | pack       |        40 |        15
 Snacks        | Crisps                   | Lay's Salt & Vinegar                             | Lay's                    | pack       |        30 |        24
 Snacks        | Crisps                   | McCoys Flame Grilled Steak                       | McCoys                   | pack       |        45 |        18
 Snacks        | Crisps                   | Mini Cheddars                                    | Walkers                  | pack       |        50 |        20
 Snacks        | Crisps                   | Monster Munch                                    | Walkers                  | pack       |        30 |        20
 Snacks        | Crisps                   | Nik Naks Nice & Spicy                            | Walkers                  | pack       |        25 |        24
 Snacks        | Crisps                   | Pringles Original                                | Kellogg's                | pack       |       170 |        12
 Snacks        | Crisps                   | Pringles Paprika                                 | Kellogg's                | pack       |       170 |        12
 Snacks        | Crisps                   | Pringles Salt & Vinegar                          | Kellogg's                | pack       |       170 |        12
 Snacks        | Crisps                   | Quavers                                          | Lay's                    | pack       |        28 |        20
 Snacks        | Crisps                   | Skips Prawn Cocktail                             | Walkers                  | pack       |        20 |        24
 Snacks        | Crisps                   | Smiths Bacon Fries                               | Smiths                   | pack       |        30 |        20
 Snacks        | Crisps                   | Walkers Cheese & Onion                           | Walkers                  | pack       |        30 |        24
 Snacks        | Crisps                   | Walkers Prawn Cocktail                           | Walkers                  | pack       |        30 |        24
 Snacks        | Crisps                   | Walkers Ready Salted                             | Walkers                  | pack       |        30 |        24
 Snacks        | Crisps                   | Walkers Salt & Vinegar                           | Walkers                  | pack       |        30 |        24
 Snacks        | Crisps                   | Wotsits                                          | Walkers                  | pack       |        28 |        20
 Snacks        | Mints                    | Mentos Spearmint                                 | Mentos                   | pack       |        37 |        20
 Snacks        | Mints                    | Polo Mints                                       | Nestlé                   | pack       |        34 |        24
 Snacks        | Mints                    | Polo Original                                    | Nestlé                   | pack       |        34 |        24
 Snacks        | Mints                    | Trebor Softmints                                 | Trebor                   | pack       |        35 |        24
 Snacks        | Nuts                     | Mixed Nuts                                       | Planters                 | pack       |        50 |        20
 Snacks        | Nuts                     | Ready Salted Peanuts                             | Planters                 | pack       |        50 |        24
 Snacks        | Nuts                     | Roasted Cashews                                  | Planters                 | pack       |        50 |        20
 Snacks        | Popcorn                  | Butterkist Popcorn                               | Butterkist               | pack       |        85 |        12
 Snacks        | Popcorn                  | Pop Corn                                         | Various                  | pack       |        30 |        20
 Snacks        | Savoury                  | Pork Scratchings                                 | Various                  | pack       |        50 |        20
 Snacks        | Savoury Mix              | Bombay Mix                                       | Various                  | pack       |        50 |        16
 Snacks        | Savoury Mix              | Chex Mix                                         | Various                  | pack       |        45 |        20
 Snacks        | Sweets                   | Haribo Gold Bears                                | Haribo                   | pack       |       100 |        12
 Snacks        | Sweets                   | Haribo Starmix                                   | Haribo                   | pack       |       100 |        12
 Snacks        |                          | KP Original Salted Peanuts                       | KP                       | pack       |        50 |        21
 Snacks        |                          | Twiglets Original Card                           |                          | pack       |        45 |        12
 Soft Drink    | Cola                     | Coca-Cola Regular 1L Bottle                      | Coca-Cola                | bottle     |      1000 |         6
 Soft Drink    | Cola                     | Coca-Cola Regular 330ml Can                      | Coca-Cola                | can        |       330 |        24
 Soft Drink    | Cola                     | Coca-Cola Regular 500ml Bottle                   | Coca-Cola                | bottle     |       500 |        12
 Soft Drink    | Cola                     | Diet Coke 330ml Can                              | Diet Coke                | can        |       330 |        24
 Soft Drink    | Cola                     | Diet Coke 500ml Bottle                           | Diet Coke                | bottle     |       500 |        12
 Soft Drink    | Cola                     | Pepsi Cola 330ml Can                             | Pepsi                    | can        |       330 |        24
 Soft Drink    | Cola                     | Pepsi Cola 500ml Bottle                          | Pepsi                    | bottle     |       500 |        12
 Soft Drink    | Energy Drink             | Lucozade Energy Orange 330ml Bottle              | Lucozade                 | bottle     |       330 |        24
 Soft Drink    | Energy Drink             | Monster Energy Drink 500ml Can                   | Monster                  | can        |       500 |        12
 Soft Drink    | Energy Drink             | Red Bull Energy Drink 250ml Can                  | Red Bull                 | can        |       250 |        24
 Soft Drink    | Ginger Beer              | Crabbies Ginger Beer 330ml Can                   | Crabbies                 | can        |       330 |        24
 Soft Drink    | Ginger Beer              | Crabbies Ginger Beer 500ml Bottle                | Crabbies                 | bottle     |       500 |        12
 Soft Drink    | Ginger Beer              | Fever-Tree Ginger Beer 200ml                     | Fever-Tree               | bottle     |       200 |        24
 Soft Drink    | Ginger Beer              | Fever-Tree Ginger Beer 500ml                     | Fever-Tree               | bottle     |       500 |        12
 Soft Drink    | Ginger Beer              | Old Jamaica Ginger Beer 330ml Bottle             | Old Jamaica              | bottle     |       330 |        24
 Soft Drink    | Ginger Beer              | Old Jamaica Ginger Beer 500ml Bottle             | Old Jamaica              | bottle     |       500 |        12
 Soft Drink    | Juice                    | Apple Juice 200ml Bottle                         | Apple                    | bottle     |       200 |        24
 Soft Drink    | Juice                    | Apple Juice 500ml Bottle                         | Apple                    | bottle     |       500 |        12
 Soft Drink    | Juice                    | Cranberry Juice 200ml Bottle                     | Cranberry                | bottle     |       200 |        24
 Soft Drink    | Juice                    | Cranberry Juice 500ml Bottle                     | Cranberry                | bottle     |       500 |        12
 Soft Drink    | Juice                    | Orange Juice 1L Bottle                           | Fresh Orange             | bottle     |      1000 |         6
 Soft Drink    | Juice                    | Orange Juice 200ml Bottle                        | Fresh Orange             | bottle     |       200 |        24
 Soft Drink    | Juice                    | Orange Juice 500ml Bottle                        | Fresh Orange             | bottle     |       500 |        12
 Soft Drink    | Juice                    | Pineapple Juice 200ml Bottle                     | Pineapple                | bottle     |       200 |        24
 Soft Drink    | Juice                    | Pineapple Juice 500ml Bottle                     | Pineapple                | bottle     |       500 |        12
 Soft Drink    | Juice                    | Tomato Juice 200ml Bottle                        | Tomato                   | bottle     |       200 |        24
 Soft Drink    | Juice                    | Tomato Juice 500ml Bottle                        | Tomato                   | bottle     |       500 |        12
 Soft Drink    | Lemonade                 | 7UP Lemon-Lime 330ml Can                         | 7UP                      | can        |       330 |        24
 Soft Drink    | Lemonade                 | 7UP Lemon-Lime 500ml Bottle                      | 7UP                      | bottle     |       500 |        12
 Soft Drink    | Lemonade                 | Sprite Lemonade 330ml Can                        | Sprite                   | can        |       330 |        24
 Soft Drink    | Lemonade                 | Sprite Lemonade 500ml Bottle                     | Sprite                   | bottle     |       500 |        12
 Soft Drink    | Sparkling Water          | Perrier Sparkling Water 500ml Bottle             | Perrier                  | bottle     |       500 |        12
 Soft Drink    | Sparkling Water          | San Pellegrino Sparkling Water 500ml Bottle      | San Pellegrino           | bottle     |       500 |        12
 Soft Drink    | Sparkling Water          | Voss Premium Sparkling 500ml Bottle              | Voss                     | bottle     |       500 |        12
 Soft Drink    | Tonic Water              | Fever-Tree Indian Tonic 200ml                    | Fever-Tree               | bottle     |       200 |        24
 Soft Drink    | Tonic Water              | Fever-Tree Indian Tonic 500ml                    | Fever-Tree               | bottle     |       500 |        12
 Soft Drink    | Tonic Water              | Fever-Tree Premium Tonic Water 1L                | Fever-Tree               | bottle     |      1000 |         6
 Soft Drink    | Tonic Water              | Fever-Tree Premium Tonic Water 200ml             | Fever-Tree               | bottle     |       200 |        24
 Soft Drink    | Tonic Water              | Fever-Tree Premium Tonic Water 500ml             | Fever-Tree               | bottle     |       500 |        12
 Soft Drink    | Tonic Water              | Q Tonic Water 200ml                              | Q Tonic                  | bottle     |       200 |        24
 Soft Drink    | Tonic Water              | Q Tonic Water 500ml                              | Q Tonic                  | bottle     |       500 |        12
 Soft Drink    | Tonic Water              | Schweppes Tonic Water 1L                         | Schweppes                | bottle     |      1000 |         6
 Soft Drink    | Tonic Water              | Schweppes Tonic Water 200ml                      | Schweppes                | bottle     |       200 |        24
 Soft Drink    | Tonic Water              | Schweppes Tonic Water 500ml                      | Schweppes                | bottle     |       500 |        12
 SOFT DRINK    | Cola                     | 7UP Lemon-Lime                                   | 7UP                      | bottle     |       500 |        12
 SOFT DRINK    | Cola                     | 7UP Lemon-Lime                                   | 7UP                      | can        |       330 |        24
 SOFT DRINK    | Cola                     | Coca-Cola Classic                                | Coca-Cola                | bottle     |       500 |        12
 SOFT DRINK    | Cola                     | Coca-Cola Classic                                | Coca-Cola                | can        |       330 |        24
 SOFT DRINK    | Cola                     | Diet Coke                                        | Coca-Cola                | can        |       330 |        24
 SOFT DRINK    | Cola                     | Diet Coke                                        | Coca-Cola                | bottle     |       500 |        12
 SOFT DRINK    | Cola                     | Fanta Grape                                      | Fanta                    | can        |       330 |        24
 SOFT DRINK    | Cola                     | Fanta Orange                                     | Fanta                    | can        |       330 |        24
 SOFT DRINK    | Cola                     | Fanta Orange                                     | Fanta                    | bottle     |       500 |        12
 SOFT DRINK    | Cola                     | Fentimans Curiosity Cola                         | Fentimans                | bottle     |       125 |        24
 SOFT DRINK    | Cola                     | Mountain Dew                                     | Mountain Dew             | can        |       330 |        24
 SOFT DRINK    | Cola                     | Pepsi Cola                                       | Pepsi                    | bottle     |       500 |        12
 SOFT DRINK    | Cola                     | Pepsi Cola                                       | Pepsi                    | can        |       330 |        24
 SOFT DRINK    | Cola                     | Sprite Lemon-Lime                                | Sprite                   | bottle     |       500 |        12
 SOFT DRINK    | Cola                     | Sprite Lemon-Lime                                | Sprite                   | can        |       330 |        24
 SOFT DRINK    | Energy                   | 5 Hour Energy                                    | 5 Hour Energy            | bottle     |        57 |        12
 SOFT DRINK    | Energy                   | Burn Energy Drink                                | Burn                     | can        |       250 |        24
 SOFT DRINK    | Energy                   | Celsius Energy Drink                             | Celsius                  | can        |       250 |        12
 SOFT DRINK    | Energy                   | Monster Energy Khaos                             | Monster                  | can        |       500 |        12
 SOFT DRINK    | Energy                   | Monster Energy Original                          | Monster                  | can        |       500 |        12
 SOFT DRINK    | Energy                   | Red Bull Energy Drink                            | Red Bull                 | can        |       250 |        24
 SOFT DRINK    | Energy                   | Red Bull Sugar Free                              | Red Bull                 | can        |       250 |        24
 SOFT DRINK    | Energy                   | XS Energy Drink                                  | Amway                    | can        |       250 |        24
 SOFT DRINK    | Iced Tea                 | Crabbie's Ginger Beer                            | Crabbie's                | bottle     |       250 |        20
 SOFT DRINK    | Iced Tea                 | Fentimans Ginger Beer                            | Fentimans                | bottle     |       125 |        24
 SOFT DRINK    | Iced Tea                 | Fever-Tree Ginger Beer                           | Fever-Tree               | bottle     |       200 |        20
 SOFT DRINK    | Iced Tea                 | Iced Tea Lemon                                   | Lipton                   | can        |       330 |        24
 SOFT DRINK    | Iced Tea                 | Iced Tea Lemon                                   | Lipton                   | bottle     |       500 |        12
 SOFT DRINK    | Iced Tea                 | Iced Tea Peach                                   | Snapple                  | bottle     |       500 |        12
 SOFT DRINK    | Iced Tea                 | Iced Tea Peach                                   | Snapple                  | can        |       330 |        24
 SOFT DRINK    | Iced Tea                 | Nestea Original Iced Tea                         | Nestea                   | can        |       330 |        24
 SOFT DRINK    | Iced Tea                 | Nestea Original Iced Tea                         | Nestea                   | bottle     |       500 |        12
 SOFT DRINK    | Iced Tea                 | Old Jamaica Ginger Beer                          | Old Jamaica              | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Acai Berry Juice                                 | ZICO                     | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Apple Juice Natural                              | Appletiser               | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Apple Juice Natural                              | Appletiser               | bottle     |       500 |        12
 SOFT DRINK    | Juice                    | Blueberry Pomegranate                            | Naked Juice              | bottle     |       450 |        12
 SOFT DRINK    | Juice                    | Carrot Orange Juice                              | Odwalla                  | bottle     |       450 |        12
 SOFT DRINK    | Juice                    | Cranberry Juice                                  | Ocean Spray              | bottle     |       500 |        12
 SOFT DRINK    | Juice                    | Cranberry Juice                                  | Ocean Spray              | bottle     |      1000 |         6
 SOFT DRINK    | Juice                    | Cranberry Juice                                  | Ocean Spray              | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Green Juice                                      | Naked Juice              | bottle     |       450 |        12
 SOFT DRINK    | Juice                    | Guava Juice Exotic                               | Minute Maid              | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Guava Juice Exotic                               | Minute Maid              | bottle     |       500 |        10
 SOFT DRINK    | Juice                    | Lemon Juice                                      | Citrus World             | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Mango Juice                                      | Naked Juice              | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Mango Juice                                      | Naked Juice              | bottle     |       500 |        10
 SOFT DRINK    | Juice                    | Mixed Fruit Juice                                | Simply Orange            | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Mixed Fruit Juice                                | Simply Orange            | bottle     |       500 |        12
 SOFT DRINK    | Juice                    | Orange Juice Fresh                               | Tropicana                | bottle     |       200 |        24
 SOFT DRINK    | Juice                    | Orange Juice Fresh                               | Tropicana                | bottle     |      1000 |         6
 SOFT DRINK    | Juice                    | Orange Juice Fresh                               | Tropicana                | bottle     |       500 |        12
 SOFT DRINK    | Juice                    | Passion Fruit Juice                              | Tropicana                | bottle     |       500 |        10
 SOFT DRINK    | Juice                    | Passion Fruit Juice                              | Tropicana                | bottle     |       200 |        20
 SOFT DRINK    | Juice                    | Pineapple Juice                                  | Dole                     | bottle     |       200 |        24
 SOFT DRINK    | Juice                    | Pineapple Juice                                  | Dole                     | bottle     |       500 |        12
 SOFT DRINK    | Juice                    | Pomegranate Juice                                | POM Wonderful            | bottle     |       236 |        20
